Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand
A00742:705:HGKLFDSX7:1:1140:22372:29935	194470	367762	-	+
A00742:705:HGKLFDSX7:1:1141:25672:6715	367645	252	+	-
A00742:705:HGKLFDSX7:1:1141:11930:32518	55	367708	-	+
A00742:705:HGKLFDSX7:1:1142:21206:27414	84311	156624	+	-
A00742:705:HGKLFDSX7:1:1142:5276:31360	340790	108217	+	+
A00742:705:HGKLFDSX7:1:1142:5385:31516	340790	108217	+	+
A00742:705:HGKLFDSX7:1:1143:2031:17440	304204	231085	-	+
A00742:705:HGKLFDSX7:1:1143:8549:20776	194198	367588	-	+
A00742:705:HGKLFDSX7:1:1144:13503:4523	228935	63948	-	-
A00742:705:HGKLFDSX7:1:1144:1624:14356	304182	231263	-	+
A00742:705:HGKLFDSX7:1:1144:32759:17018	58316	254801	+	+
A00742:705:HGKLFDSX7:1:1144:9046:28087	367718	194372	+	-
A00742:705:HGKLFDSX7:1:1144:23529:29403	367639	274	+	-
A00742:705:HGKLFDSX7:1:1145:19750:4445	367686	194302	+	-
A00742:705:HGKLFDSX7:1:1145:19868:34334	194546	367701	-	+
A00742:705:HGKLFDSX7:1:1147:25427:9361	82676	324893	-	-
A00742:705:HGKLFDSX7:1:1147:26476:29277	367727	194365	+	-
A00742:705:HGKLFDSX7:1:1150:8965:3803	66801	269789	+	-
A00742:705:HGKLFDSX7:1:1150:27037:7827	367596	194384	+	-
A00742:705:HGKLFDSX7:1:1150:8992:8954	269530	67139	+	-
A00742:705:HGKLFDSX7:1:1151:23493:5196	218101	321022	-	+
A00742:705:HGKLFDSX7:1:1151:22372:5666	218101	321022	-	+
A00742:705:HGKLFDSX7:1:1151:2437:31234	367748	194284	+	-
A00742:705:HGKLFDSX7:1:1152:12707:10003	367744	163	+	-
A00742:705:HGKLFDSX7:1:1152:11460:12477	367707	194293	+	-
A00742:705:HGKLFDSX7:1:1152:31557:27273	30	367665	-	+
A00742:705:HGKLFDSX7:1:1152:4399:28870	367555	194212	+	-
A00742:705:HGKLFDSX7:1:1153:12527:20275	300	367709	-	+
A00742:705:HGKLFDSX7:1:1153:5159:28244	242217	360031	-	-
A00742:705:HGKLFDSX7:1:1155:18792:8703	194513	367699	-	+
A00742:705:HGKLFDSX7:1:1155:19886:10911	194513	367699	-	+
A00742:705:HGKLFDSX7:1:1155:9372:14215	108441	340772	+	+
A00742:705:HGKLFDSX7:1:1155:2989:20948	50	367420	-	+
A00742:705:HGKLFDSX7:1:1156:10773:35368	367631	1	+	-
A00742:705:HGKLFDSX7:1:1157:6741:1235	331821	270996	+	-
A00742:705:HGKLFDSX7:1:1157:9028:1908	367631	1	+	-
A00742:705:HGKLFDSX7:1:1157:9055:2018	367631	194198	+	-
A00742:705:HGKLFDSX7:1:1158:15402:3208	229046	63781	-	-
A00742:705:HGKLFDSX7:1:1158:27254:12336	367595	10	+	-
A00742:705:HGKLFDSX7:1:1158:14416:13683	367725	120	+	-
A00742:705:HGKLFDSX7:1:1159:21386:32581	367717	264	+	-
A00742:705:HGKLFDSX7:1:1159:28366:34491	48991	239084	+	-
A00742:705:HGKLFDSX7:1:1163:14308:17409	66758	269880	+	-
A00742:705:HGKLFDSX7:1:1163:8703:34538	340468	108484	+	+
A00742:705:HGKLFDSX7:1:1164:11532:17832	325871	267418	-	+
A00742:705:HGKLFDSX7:1:1164:31222:32863	58650	254703	+	+
A00742:705:HGKLFDSX7:1:1165:31756:1595	58650	254703	+	+
A00742:705:HGKLFDSX7:1:1165:13964:18599	159	367612	-	+
A00742:705:HGKLFDSX7:1:1165:16052:24471	367728	194461	+	-
A00742:705:HGKLFDSX7:1:1166:26847:5149	194325	367624	-	+
A00742:705:HGKLFDSX7:1:1166:24867:11866	128	367624	-	+
A00742:705:HGKLFDSX7:1:1167:24198:21480	52	367520	-	+
A00742:705:HGKLFDSX7:1:1168:18295:9972	367741	194414	+	-
A00742:705:HGKLFDSX7:1:1168:15600:10160	27	367633	-	+
A00742:705:HGKLFDSX7:1:1168:5113:25128	367699	201	+	-
A00742:705:HGKLFDSX7:1:1168:4824:25848	367699	194398	+	-
A00742:705:HGKLFDSX7:1:1168:24478:31861	156273	252292	-	-
A00742:705:HGKLFDSX7:1:1169:11406:4241	340861	108220	+	+
A00742:705:HGKLFDSX7:1:1169:31665:20165	79621	137291	-	+
A00742:705:HGKLFDSX7:1:1170:12617:20118	74	367274	-	+
A00742:705:HGKLFDSX7:1:1170:12608:20165	194271	367274	-	+
A00742:705:HGKLFDSX7:1:1170:16152:31281	67056	269454	-	+
A00742:705:HGKLFDSX7:1:1170:26648:35900	254685	58450	+	+
A00742:705:HGKLFDSX7:1:1171:4246:24345	108470	340573	+	+
A00742:705:HGKLFDSX7:1:1172:7744:8140	244984	43438	+	-
A00742:705:HGKLFDSX7:1:1172:1497:30890	229042	63683	-	-
A00742:705:HGKLFDSX7:1:1173:25690:27320	367627	194330	+	-
A00742:705:HGKLFDSX7:1:1173:25635:27383	367627	194330	+	-
A00742:705:HGKLFDSX7:1:1173:12581:36620	165043	122362	+	+
A00742:705:HGKLFDSX7:1:1173:12364:36839	165043	122362	+	+
A00742:705:HGKLFDSX7:1:1175:6162:2018	265938	49417	-	-
A00742:705:HGKLFDSX7:1:1175:6976:4335	63692	229042	-	-
A00742:705:HGKLFDSX7:1:1175:18005:16141	269752	66751	-	+
A00742:705:HGKLFDSX7:1:1176:13883:9627	194302	367419	-	+
A00742:705:HGKLFDSX7:1:1176:32850:19805	367624	95	+	-
A00742:705:HGKLFDSX7:1:1176:23204:35540	283	367684	-	+
A00742:705:HGKLFDSX7:1:1177:27688:15624	83516	329473	-	-
A00742:705:HGKLFDSX7:1:1177:23466:25755	367519	194314	+	-
A00742:705:HGKLFDSX7:1:1178:8106:13902	340606	108419	+	+
A00742:705:HGKLFDSX7:1:1178:26295:17190	367585	194399	+	-
A00742:705:HGKLFDSX7:1:1201:19253:8594	162521	59265	+	-
A00742:705:HGKLFDSX7:1:1202:10610:25034	367662	145	+	-
A00742:705:HGKLFDSX7:1:1202:5846:31751	367624	213	+	-
A00742:705:HGKLFDSX7:1:1202:5620:32174	367624	213	+	-
A00742:705:HGKLFDSX7:1:1203:5846:30311	194244	367462	-	+
A00742:705:HGKLFDSX7:1:1203:5819:30420	47	367462	-	+
A00742:705:HGKLFDSX7:1:1203:17499:31986	52	367654	-	+
A00742:705:HGKLFDSX7:1:1203:17806:32299	52	367654	-	+
A00742:705:HGKLFDSX7:1:1204:19045:4225	367589	194431	+	-
A00742:705:HGKLFDSX7:1:1204:23321:10504	194415	367690	-	+
A00742:705:HGKLFDSX7:1:1204:24053:10958	194300	367508	-	+
A00742:705:HGKLFDSX7:1:1205:23656:1438	367747	268	+	-
A00742:705:HGKLFDSX7:1:1205:25066:1971	367747	268	+	-
A00742:705:HGKLFDSX7:1:1205:23674:4131	367642	194304	+	-
A00742:705:HGKLFDSX7:1:1205:23511:7701	63687	229138	-	-
A00742:705:HGKLFDSX7:1:1205:4020:17065	194226	367287	-	+
A00742:705:HGKLFDSX7:1:1205:13919:35086	63644	229093	-	-
A00742:705:HGKLFDSX7:1:1206:12780:5368	224	367582	-	+
A00742:705:HGKLFDSX7:1:1206:14281:5963	224	367582	-	+
A00742:705:HGKLFDSX7:1:1206:13919:27915	194243	367436	-	+
A00742:705:HGKLFDSX7:1:1207:17544:15248	194536	367708	-	+
A00742:705:HGKLFDSX7:1:1207:32931:24236	194458	367663	-	+
A00742:705:HGKLFDSX7:1:1210:32461:25113	25582	24139	+	-
A00742:705:HGKLFDSX7:1:1211:32958:18427	194383	367689	-	+
A00742:705:HGKLFDSX7:1:1211:7202:21762	367531	52	+	-
A00742:705:HGKLFDSX7:1:1211:5719:31970	20443	20632	+	+
A00742:705:HGKLFDSX7:1:1214:23728:29465	194531	367741	-	+
A00742:705:HGKLFDSX7:1:1216:13078:28651	194270	367604	-	+
A00742:705:HGKLFDSX7:1:1216:13196:28823	194270	367604	-	+
A00742:705:HGKLFDSX7:1:1217:32687:31454	367674	194269	+	-
A00742:705:HGKLFDSX7:1:1217:31711:33207	367674	72	+	-
A00742:705:HGKLFDSX7:1:1218:21504:36135	63682	228981	-	-
A00742:705:HGKLFDSX7:1:1219:28989:24079	194253	367603	-	+
A00742:705:HGKLFDSX7:1:1219:29857:24361	265850	49550	-	-
A00742:705:HGKLFDSX7:1:1219:25473:26819	266	367498	-	+
A00742:705:HGKLFDSX7:1:1219:25581:27038	266	367498	-	+
A00742:705:HGKLFDSX7:1:1219:26422:29403	266	367498	-	+
A00742:705:HGKLFDSX7:1:1219:30210:30076	367681	184	+	-
A00742:705:HGKLFDSX7:1:1220:2003:7373	340817	108399	+	+
A00742:705:HGKLFDSX7:1:1220:1271:7482	340817	108399	+	+
A00742:705:HGKLFDSX7:1:1220:32786:14121	367673	194310	+	-
A00742:705:HGKLFDSX7:1:1221:29478:2722	367660	194312	+	-
A00742:705:HGKLFDSX7:1:1221:30183:25614	270833	234569	-	-
A00742:705:HGKLFDSX7:1:1222:12644:15624	367466	194254	+	-
A00742:705:HGKLFDSX7:1:1222:12509:16297	367466	57	+	-
A00742:705:HGKLFDSX7:1:1222:14317:20337	179	367705	-	+
A00742:705:HGKLFDSX7:1:1222:24433:29183	10	367463	-	+
A00742:705:HGKLFDSX7:1:1223:19298:6731	252207	156212	-	-
A00742:705:HGKLFDSX7:1:1223:22833:13823	36816	196341	-	-
A00742:705:HGKLFDSX7:1:1223:22128:14481	36816	2144	-	-
A00742:705:HGKLFDSX7:1:1223:21784:14575	36816	196341	-	-
A00742:705:HGKLFDSX7:1:1223:14959:20008	367433	100	+	-
A00742:705:HGKLFDSX7:1:1224:26422:14622	367706	288	+	-
A00742:705:HGKLFDSX7:1:1225:7618:13526	304309	231200	-	+
A00742:705:HGKLFDSX7:1:1225:15383:28886	367619	103	+	-
A00742:705:HGKLFDSX7:1:1225:2962:32080	108462	340576	+	+
A00742:705:HGKLFDSX7:1:1226:7844:4178	49342	266118	-	-
A00742:705:HGKLFDSX7:1:1226:5204:5087	156224	252058	-	-
A00742:705:HGKLFDSX7:1:1227:18584:27727	367714	168	+	-
A00742:705:HGKLFDSX7:1:1227:2365:29606	161	367708	-	+
A00742:705:HGKLFDSX7:1:1228:12870:2926	194244	367584	-	+
A00742:705:HGKLFDSX7:1:1228:26078:31344	194239	367426	-	+
A00742:705:HGKLFDSX7:1:1230:2419:10128	194239	367562	-	+
A00742:705:HGKLFDSX7:1:1230:9815:29042	63827	229035	-	-
A00742:705:HGKLFDSX7:1:1231:13584:32346	367756	194537	+	-
A00742:705:HGKLFDSX7:1:1231:26639:35070	367577	82	+	-
A00742:705:HGKLFDSX7:1:1232:26765:4225	194252	129664	+	+
A00742:705:HGKLFDSX7:1:1232:22318:34726	108494	340588	+	+
A00742:705:HGKLFDSX7:1:1233:3097:2409	367668	194246	+	-
A00742:705:HGKLFDSX7:1:1233:7726:36166	340832	108473	+	+
A00742:705:HGKLFDSX7:1:1234:6831:26850	367631	309	+	-
A00742:705:HGKLFDSX7:1:1234:5032:31187	132568	174368	-	+
A00742:705:HGKLFDSX7:1:1235:32172:21605	194585	367740	-	+
A00742:705:HGKLFDSX7:1:1237:25319:14497	266067	49460	-	-
A00742:705:HGKLFDSX7:1:1238:31458:8437	269440	67069	+	-
A00742:705:HGKLFDSX7:1:1238:28438:34679	194389	367484	-	+
A00742:705:HGKLFDSX7:1:1240:7220:3599	194244	367573	-	+
A00742:705:HGKLFDSX7:1:1240:5791:6417	194244	367573	-	+
A00742:705:HGKLFDSX7:1:1240:31458:6684	68811	361140	-	-
A00742:705:HGKLFDSX7:1:1240:12400:17487	340833	108310	+	+
A00742:705:HGKLFDSX7:1:1241:19705:1423	109453	219851	-	+
A00742:705:HGKLFDSX7:1:1241:19144:1642	109453	219851	-	+
A00742:705:HGKLFDSX7:1:1241:12463:4507	269435	67046	+	-
A00742:705:HGKLFDSX7:1:1242:21142:21699	367659	194257	+	-
A00742:705:HGKLFDSX7:1:1243:30599:28338	271136	331815	-	+
A00742:705:HGKLFDSX7:1:1243:15203:33552	52	367571	-	+
A00742:705:HGKLFDSX7:1:1245:25120:23390	367656	194246	+	-
A00742:705:HGKLFDSX7:1:1245:12011:29559	63798	229006	-	-
A00742:705:HGKLFDSX7:1:1245:13458:29747	63798	229006	-	-
A00742:705:HGKLFDSX7:1:1246:20989:3239	156420	251969	-	-
A00742:705:HGKLFDSX7:1:1246:3233:10848	367560	165	+	-
A00742:705:HGKLFDSX7:1:1249:8938:3443	215183	355967	-	-
A00742:705:HGKLFDSX7:1:1249:17662:11819	67030	269408	-	+
A00742:705:HGKLFDSX7:1:1249:27227:22341	153	367715	-	+
A00742:705:HGKLFDSX7:1:1249:27028:22623	153	367715	-	+
A00742:705:HGKLFDSX7:1:1249:18837:27195	31189	331807	+	+
A00742:705:HGKLFDSX7:1:1250:10031:12289	367702	150	+	-
A00742:705:HGKLFDSX7:1:1251:30427:4022	367551	85	+	-
A00742:705:HGKLFDSX7:1:1251:2248:21355	26	367559	-	+
A00742:705:HGKLFDSX7:1:1251:2401:21527	194223	367559	-	+
A00742:705:HGKLFDSX7:1:1252:17309:13432	67051	269404	-	+
A00742:705:HGKLFDSX7:1:1252:17571:17143	57	367524	-	+
A00742:705:HGKLFDSX7:1:1254:10945:23735	368	367686	-	+
A00742:705:HGKLFDSX7:1:1255:1877:28416	108336	340669	+	+
A00742:705:HGKLFDSX7:1:1256:2944:13542	49617	265832	-	-
A00742:705:HGKLFDSX7:1:1257:26060:36323	194208	367432	-	+
A00742:705:HGKLFDSX7:1:1257:14543:36980	194283	367583	-	+
A00742:705:HGKLFDSX7:1:1258:18258:26694	194320	367635	-	+
A00742:705:HGKLFDSX7:1:1258:31367:36307	367406	52	+	-
A00742:705:HGKLFDSX7:1:1259:13693:6355	367647	10	+	-
A00742:705:HGKLFDSX7:1:1259:4173:31485	194333	367634	-	+
A00742:705:HGKLFDSX7:1:1259:32081:36699	194211	367449	-	+
A00742:705:HGKLFDSX7:1:1260:27868:30686	31485	111382	-	-
A00742:705:HGKLFDSX7:1:1260:27326:31908	54246	58463	+	-
A00742:705:HGKLFDSX7:1:1261:29487:30702	367645	257	+	-
A00742:705:HGKLFDSX7:1:1262:29658:9017	194291	367647	-	+
A00742:705:HGKLFDSX7:1:1262:11641:17613	58593	254482	+	+
A00742:705:HGKLFDSX7:1:1262:11071:18630	194235	367569	-	+
A00742:705:HGKLFDSX7:1:1262:24542:19789	194478	367628	-	+
A00742:705:HGKLFDSX7:1:1262:9824:19946	38	367569	-	+
A00742:705:HGKLFDSX7:1:1264:16306:17957	194282	367409	-	+
A00742:705:HGKLFDSX7:1:1264:32542:29982	367541	97	+	-
A00742:705:HGKLFDSX7:1:1265:12228:30311	367634	187	+	-
A00742:705:HGKLFDSX7:1:1265:6225:31062	367711	271	+	-
A00742:705:HGKLFDSX7:1:1266:4508:21793	194301	367691	-	+
A00742:705:HGKLFDSX7:1:1266:18593:24205	38	367448	-	+
A00742:705:HGKLFDSX7:1:1267:15835:23719	358964	41798	-	+
A00742:705:HGKLFDSX7:1:1268:14317:19554	194336	367722	-	+
A00742:705:HGKLFDSX7:1:1269:17707:14622	275259	156845	-	+
A00742:705:HGKLFDSX7:1:1269:11903:14747	381	367716	-	+
A00742:705:HGKLFDSX7:1:1269:10990:16141	194578	367716	-	+
A00742:705:HGKLFDSX7:1:1269:17463:28040	108161	340861	+	+
A00742:705:HGKLFDSX7:1:1269:32515:28119	52	367527	-	+
A00742:705:HGKLFDSX7:1:1270:16450:14888	194424	367722	-	+
A00742:705:HGKLFDSX7:1:1271:5312:21684	245	367666	-	+
A00742:705:HGKLFDSX7:1:1271:16749:25050	194390	367732	-	+
A00742:705:HGKLFDSX7:1:1271:18114:32643	75881	336872	-	-
A00742:705:HGKLFDSX7:1:1272:29252:35055	30	367503	-	+
A00742:705:HGKLFDSX7:1:1273:29071:17174	367713	194449	+	-
A00742:705:HGKLFDSX7:1:1273:28854:30577	265843	49448	-	-
A00742:705:HGKLFDSX7:1:1275:10230:27602	367741	490	+	-
A00742:705:HGKLFDSX7:1:1276:4779:12743	111	367656	-	+
A00742:705:HGKLFDSX7:1:1276:23149:24267	179	367585	-	+
A00742:705:HGKLFDSX7:1:1277:16495:28401	194309	367454	-	+
A00742:705:HGKLFDSX7:1:1277:3034:30483	221	367712	-	+
A00742:705:HGKLFDSX7:1:1277:4652:36542	221	367712	-	+
A00742:705:HGKLFDSX7:1:1278:16025:8453	367607	87	+	-
A00742:705:HGKLFDSX7:1:1278:22318:20791	367399	194251	+	-
A00742:705:HGKLFDSX7:1:1278:30346:26177	105	367650	-	+
A00742:705:HGKLFDSX7:1:1302:19804:20917	367741	447	+	-
A00742:705:HGKLFDSX7:1:1302:9977:33677	265989	49460	-	-
A00742:705:HGKLFDSX7:1:1302:11125:35978	265989	49460	-	-
A00742:705:HGKLFDSX7:1:1303:25898:2534	43483	127271	-	+
A00742:705:HGKLFDSX7:1:1303:22191:34100	129696	336529	-	+
A00742:705:HGKLFDSX7:1:1303:21079:34397	129696	336529	-	+
A00742:705:HGKLFDSX7:1:1303:18774:35352	145	367673	-	+
A00742:705:HGKLFDSX7:1:1304:32081:5321	194350	367692	-	+
A00742:705:HGKLFDSX7:1:1305:6506:8813	194478	367697	-	+
A00742:705:HGKLFDSX7:1:1305:7129:8829	194478	367697	-	+
A00742:705:HGKLFDSX7:1:1306:1651:32597	101250	339376	-	-
A00742:705:HGKLFDSX7:1:1307:16559:3270	367632	194258	+	-
A00742:705:HGKLFDSX7:1:1307:18683:11459	65736	73458	-	+
A00742:705:HGKLFDSX7:1:1308:22399:4836	120	367633	-	+
A00742:705:HGKLFDSX7:1:1308:20066:6120	120	367633	-	+
A00742:705:HGKLFDSX7:1:1308:20265:6277	120	367633	-	+
A00742:705:HGKLFDSX7:1:1308:12472:10911	198894	254929	-	+
A00742:705:HGKLFDSX7:1:1310:14624:10504	228920	63828	-	-
A00742:705:HGKLFDSX7:1:1310:1886:17159	25582	24139	+	-
A00742:705:HGKLFDSX7:1:1310:29098:17534	108312	340729	+	+
A00742:705:HGKLFDSX7:1:1310:30888:20729	269518	67081	+	-
A00742:705:HGKLFDSX7:1:1311:2591:1783	269753	66821	-	+
A00742:705:HGKLFDSX7:1:1311:21106:20791	81334	141179	-	+
A00742:705:HGKLFDSX7:1:1311:20799:20979	81334	141179	-	+
A00742:705:HGKLFDSX7:1:1311:6524:36338	130001	147178	-	-
A00742:705:HGKLFDSX7:1:1312:12897:2002	269530	67146	+	-
A00742:705:HGKLFDSX7:1:1312:26106:23531	196759	358637	-	+
A00742:705:HGKLFDSX7:1:1314:14986:9126	165	367593	-	+
A00742:705:HGKLFDSX7:1:1314:6171:14434	96	367396	-	+
A00742:705:HGKLFDSX7:1:1314:3423:26647	367657	76	+	-
A00742:705:HGKLFDSX7:1:1315:20320:13917	367653	194262	+	-
A00742:705:HGKLFDSX7:1:1315:20410:13980	367653	194262	+	-
A00742:705:HGKLFDSX7:1:1315:13214:16892	367629	88	+	-
A00742:705:HGKLFDSX7:1:1315:10565:34194	367718	194274	+	-
A00742:705:HGKLFDSX7:1:1316:32823:5760	367401	194298	+	-
A00742:705:HGKLFDSX7:1:1316:10456:25989	114096	114045	-	-
A00742:705:HGKLFDSX7:1:1318:1425:25598	367678	196	+	-
A00742:705:HGKLFDSX7:1:1319:11460:7936	129913	131697	-	+
A00742:705:HGKLFDSX7:1:1319:25003:24283	239281	263662	-	+
A00742:705:HGKLFDSX7:1:1319:25156:24330	239281	263662	-	+
A00742:705:HGKLFDSX7:1:1320:22968:1188	91	367676	-	+
A00742:705:HGKLFDSX7:1:1320:3676:5321	194591	367693	-	+
A00742:705:HGKLFDSX7:1:1322:23068:13510	108488	340571	+	+
A00742:705:HGKLFDSX7:1:1322:21459:16924	108488	340571	+	+
A00742:705:HGKLFDSX7:1:1322:3658:19319	283	367684	-	+
A00742:705:HGKLFDSX7:1:1322:1805:28009	308024	106462	-	+
A00742:705:HGKLFDSX7:1:1322:1805:28072	166040	106462	-	+
A00742:705:HGKLFDSX7:1:1322:1551:28103	308024	106462	-	+
A00742:705:HGKLFDSX7:1:1322:13801:35509	231238	304346	+	-
A00742:705:HGKLFDSX7:1:1323:31213:21793	367617	194222	+	-
A00742:705:HGKLFDSX7:1:1324:21386:6778	172	367715	-	+
A00742:705:HGKLFDSX7:1:1324:23086:18082	194353	367670	-	+
A00742:705:HGKLFDSX7:1:1324:18195:30843	367610	153	+	-
A00742:705:HGKLFDSX7:1:1324:2971:32440	367564	194287	+	-
A00742:705:HGKLFDSX7:1:1325:28501:7576	231198	304308	+	-
A00742:705:HGKLFDSX7:1:1325:28438:7686	231198	304308	+	-
A00742:705:HGKLFDSX7:1:1325:5041:23500	367748	280	+	-
A00742:705:HGKLFDSX7:1:1325:18376:34194	305272	195177	+	-
A00742:705:HGKLFDSX7:1:1326:4652:29434	194349	367527	-	+
A00742:705:HGKLFDSX7:1:1328:1678:32863	367654	194336	+	-
A00742:705:HGKLFDSX7:1:1328:1334:32957	367654	139	+	-
A00742:705:HGKLFDSX7:1:1328:22381:34178	194290	367671	-	+
A00742:705:HGKLFDSX7:1:1328:20844:36965	29652	29380	+	+
A00742:705:HGKLFDSX7:1:1329:14516:1767	194231	367581	-	+
A00742:705:HGKLFDSX7:1:1329:12472:28855	367643	54	+	-
A00742:705:HGKLFDSX7:1:1329:16007:29528	194399	367650	-	+
A00742:705:HGKLFDSX7:1:1330:15447:14935	367719	194408	+	-
A00742:705:HGKLFDSX7:1:1330:2654:23782	194532	367762	-	+
A00742:705:HGKLFDSX7:1:1330:29631:24972	61	367378	-	+
A00742:705:HGKLFDSX7:1:1330:29677:25551	61	367378	-	+
A00742:705:HGKLFDSX7:1:1330:6587:30655	194249	367377	-	+
A00742:705:HGKLFDSX7:1:1330:12789:30843	108368	340761	+	+
A00742:705:HGKLFDSX7:1:1330:29261:31845	194209	367536	-	+
A00742:705:HGKLFDSX7:1:1330:28691:32518	194209	367536	-	+
A00742:705:HGKLFDSX7:1:1330:9055:33990	367675	250	+	-
A00742:705:HGKLFDSX7:1:1331:25898:6511	194353	367621	-	+
A00742:705:HGKLFDSX7:1:1331:1154:8782	239	367738	-	+
A00742:705:HGKLFDSX7:1:1332:15736:21919	208	367678	-	+
A00742:705:HGKLFDSX7:1:1334:7129:11898	132	367582	-	+
A00742:705:HGKLFDSX7:1:1334:15555:13338	49486	265995	-	-
A00742:705:HGKLFDSX7:1:1335:11785:18959	367671	194333	+	-
A00742:705:HGKLFDSX7:1:1335:18584:35681	367414	5	+	-
A00742:705:HGKLFDSX7:1:1336:11026:5337	204554	327645	+	+
A00742:705:HGKLFDSX7:1:1336:9064:21230	367620	194256	+	-
A00742:705:HGKLFDSX7:1:1337:5394:9173	367587	194276	+	-
A00742:705:HGKLFDSX7:1:1337:5900:10833	367587	194276	+	-
A00742:705:HGKLFDSX7:1:1337:19994:17049	367593	194350	+	-
A00742:705:HGKLFDSX7:1:1337:16197:27727	309156	125372	+	+
A00742:705:HGKLFDSX7:1:1337:29668:28667	67105	269475	-	+
A00742:705:HGKLFDSX7:1:1337:14859:29825	309156	125372	+	+
