Name	Read1Pos	Read2Pos	Read1Strand	Read2Strand	Read1Status	Read1Overalap	Read2Status	Read2Overalap
A00742:705:HGKLFDSX7:1:1132:5376:30123	63756	63968	-	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1133:4987:4460	43064	42582	-	-	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1133:9986:10238	9320	9449	+	+	full	NA	broken	38
A00742:705:HGKLFDSX7:1:1133:23303:24126	58618	58781	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1133:5692:24314	48006	48090	-	+	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1134:16152:9831	65080	65296	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1134:5828:15969	48073	48007	+	-	broken	99	broken	77
A00742:705:HGKLFDSX7:1:1134:9643:31000	111512	111105	-	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1135:9986:1063	75624	75676	-	-	partial	NA	broken	9
A00742:705:HGKLFDSX7:1:1135:9751:2910	70170	70099	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1135:23113:20823	89136	89290	-	+	full	NA	broken	5
A00742:705:HGKLFDSX7:1:1135:22227:31970	8074	7770	-	-	no_hit	NA	broken	17
A00742:705:HGKLFDSX7:1:1135:31322:32283	47989	48156	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1135:10004:33411	94645	94694	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1136:16622:1971	70462	70260	+	+	full	NA	broken	31
A00742:705:HGKLFDSX7:1:1136:25464:17033	83004	83194	+	+	broken	15	broken	15
A00742:705:HGKLFDSX7:1:1136:21766:23500	86597	86089	+	+	broken	7	full	NA
A00742:705:HGKLFDSX7:1:1137:29125:11381	7830	7549	+	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1137:28085:18255	47825	47783	+	-	broken	99	broken	52
A00742:705:HGKLFDSX7:1:1137:7835:21418	112594	112754	-	-	broken	4	full	NA
A00742:705:HGKLFDSX7:1:1137:20283:32706	47964	48056	-	+	full	NA	broken	57
A00742:705:HGKLFDSX7:1:1137:16351:34162	93621	93830	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1137:8983:34773	55783	55388	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1138:19497:7607	3909	3935	-	+	full	NA	broken	3
A00742:705:HGKLFDSX7:1:1138:11740:10676	5262	5727	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1138:16577:31422	15549	14657	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1138:20889:36479	93201	93354	-	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1139:8775:16313	4769	3836	+	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1139:16839:18035	91785	92558	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1139:8820:19836	2032	2727	-	+	broken	14	full	NA
A00742:705:HGKLFDSX7:1:1139:20961:25614	39657	39478	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1139:22842:30279	111069	111396	-	+	broken	9	full	NA
A00742:705:HGKLFDSX7:1:1139:24379:30436	63541	62960	-	-	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1140:12599:12696	41429	41512	-	-	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1140:10583:20603	5040	4973	+	-	full	NA	broken	21
A00742:705:HGKLFDSX7:1:1140:7292:29309	86006	85841	+	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1141:11442:8218	68622	68538	+	-	partial	NA	partial	NA
A00742:705:HGKLFDSX7:1:1141:11876:17331	4903	4908	-	-	broken	15	partial	NA
A00742:705:HGKLFDSX7:1:1141:21757:20635	3559	3035	-	-	full	NA	broken	16
A00742:705:HGKLFDSX7:1:1141:10176:22467	71407	72015	-	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1141:30825:26788	4173	3942	-	-	partial	NA	broken	20
A00742:705:HGKLFDSX7:1:1142:11026:20055	56902	57515	-	-	broken	22	full	NA
A00742:705:HGKLFDSX7:1:1142:9399:27508	110333	110020	-	-	full	NA	broken	20
A00742:705:HGKLFDSX7:1:1142:10782:32346	8786	8608	+	+	broken	42	full	NA
A00742:705:HGKLFDSX7:1:1143:17824:6746	90632	91374	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1143:29785:7420	15207	15959	-	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1143:29722:18020	70536	70741	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1143:32181:36432	115918	115827	+	+	partial	NA	broken	25
A00742:705:HGKLFDSX7:1:1144:29333:18724	49907	50025	-	-	full	NA	broken	7
A00742:705:HGKLFDSX7:1:1144:17571:22529	47776	47880	-	+	broken	91	full	NA
A00742:705:HGKLFDSX7:1:1144:6641:27117	65586	65878	-	-	broken	30	full	NA
A00742:705:HGKLFDSX7:1:1144:9227:35540	47880	47870	+	-	full	NA	broken	63
A00742:705:HGKLFDSX7:1:1145:4490:2347	64993	64677	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1145:23357:27445	18172	18409	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1145:4517:28447	93567	93908	+	+	full	NA	broken	8
A00742:705:HGKLFDSX7:1:1146:12581:10629	10734	10918	-	+	full	NA	broken	0
A00742:705:HGKLFDSX7:1:1146:20672:17628	84349	84205	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1146:2537:28056	44776	44427	-	-	broken	20	broken	20
A00742:705:HGKLFDSX7:1:1146:24777:34413	8558	8802	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1147:25427:11898	39168	39280	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1147:9805:13996	110371	110014	-	-	full	NA	broken	20
A00742:705:HGKLFDSX7:1:1147:19009:24298	8834	8461	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1147:20121:30326	9134	9146	-	+	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1147:22173:34601	8742	8651	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1148:18448:1908	49093	49143	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1148:3613:9471	53158	53062	-	-	partial	NA	broken	12
A00742:705:HGKLFDSX7:1:1148:5122:13870	64376	64557	-	-	broken	43	full	NA
A00742:705:HGKLFDSX7:1:1148:14669:18944	9973	10697	+	+	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1148:31412:19789	7478	7844	+	+	full	NA	broken	17
A00742:705:HGKLFDSX7:1:1148:25572:24737	9035	8473	+	-	full	NA	broken	13
A00742:705:HGKLFDSX7:1:1148:17445:36589	87738	87615	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1149:20012:11537	24251	24734	-	-	broken	22	partial	NA
A00742:705:HGKLFDSX7:1:1149:5077:23844	90957	90633	+	+	broken	15	full	NA
A00742:705:HGKLFDSX7:1:1149:10574:25097	3117	3357	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1150:6244:2597	17263	17382	+	+	broken	13	partial	NA
A00742:705:HGKLFDSX7:1:1150:11541:3693	2691	2592	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1150:31448:9737	92386	91619	+	+	full	NA	broken	12
A00742:705:HGKLFDSX7:1:1150:16278:15812	99509	100086	-	+	full	NA	broken	20
A00742:705:HGKLFDSX7:1:1150:11632:21073	35355	35257	-	-	full	NA	complex	NA
A00742:705:HGKLFDSX7:1:1150:6207:26678	86513	86279	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1150:22580:32737	95927	95550	+	-	partial	NA	broken	1
A00742:705:HGKLFDSX7:1:1150:4969:33144	8664	8792	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1151:25608:18850	100462	100044	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1151:7970:29105	25793	25797	-	+	broken	6	broken	6
A00742:705:HGKLFDSX7:1:1151:18728:32393	83222	83094	+	-	broken	16	full	NA
A00742:705:HGKLFDSX7:1:1152:2293:1297	44952	44947	+	-	broken	5	broken	5
A00742:705:HGKLFDSX7:1:1152:25771:1313	85460	85602	-	+	broken	19	broken	19
A00742:705:HGKLFDSX7:1:1152:9534:17409	91638	92313	+	+	broken	12	full	NA
A00742:705:HGKLFDSX7:1:1152:29107:18865	121331	121238	+	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1152:17716:29230	66978	67868	+	+	broken	17	full	NA
A00742:705:HGKLFDSX7:1:1152:10728:29434	4052	3275	-	-	broken	8	full	NA
A00742:705:HGKLFDSX7:1:1152:5159:34006	49264	49561	-	+	full	NA	broken	4
A00742:705:HGKLFDSX7:1:1153:28845:28494	2401	2419	-	+	broken	0	broken	0
A00742:705:HGKLFDSX7:1:1153:21712:29262	55424	55260	+	-	full	NA	broken	9
A00742:705:HGKLFDSX7:1:1154:8287:2534	94959	95007	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1154:20943:4413	60531	60708	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1154:2573:13683	110305	111007	-	+	partial	NA	broken	14
A00742:705:HGKLFDSX7:1:1154:3215:16266	90749	91437	+	+	broken	15	broken	15
A00742:705:HGKLFDSX7:1:1154:25880:21512	58133	57373	-	-	partial	NA	broken	6
A00742:705:HGKLFDSX7:1:1154:4544:25645	101914	101688	+	-	full	NA	broken	2
A00742:705:HGKLFDSX7:1:1155:19325:8500	8686	8833	+	+	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1155:18475:16110	109939	110097	-	-	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1155:28230:22576	95811	95244	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1155:7473:30561	114150	113741	+	-	full	NA	broken	1
A00742:705:HGKLFDSX7:1:1155:6316:34256	41014	40674	+	-	broken	2	full	NA
A00742:705:HGKLFDSX7:1:1156:29179:5462	26081	26057	+	-	broken	1	full	NA
A00742:705:HGKLFDSX7:1:1156:15609:7357	90720	91438	+	+	full	NA	broken	15
A00742:705:HGKLFDSX7:1:1156:8576:9674	120746	120904	+	+	broken	11	full	NA
A00742:705:HGKLFDSX7:1:1156:14308:9768	110013	110677	-	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1156:17815:23766	39396	39023	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1156:27019:28776	15975	16212	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1157:24071:4914	48086	47878	+	-	broken	24	full	NA
A00742:705:HGKLFDSX7:1:1157:14805:11694	12100	13041	-	+	full	NA	broken	24
A00742:705:HGKLFDSX7:1:1157:31955:20509	89896	90322	-	+	broken	13	full	NA
A00742:705:HGKLFDSX7:1:1157:11686:20697	56194	56763	-	-	full	NA	broken	10
A00742:705:HGKLFDSX7:1:1157:20636:28557	4249	4578	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1158:25663:4695	92958	93257	+	+	partial	NA	full	NA
A00742:705:HGKLFDSX7:1:1158:26594:15577	80245	80496	+	+	full	NA	broken	42
A00742:705:HGKLFDSX7:1:1158:3125:15953	3340	3200	-	-	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1158:22453:33270	44904	44681	+	+	full	NA	broken	6
A00742:705:HGKLFDSX7:1:1159:22327:3396	58802	59629	-	+	broken	13	broken	13
A00742:705:HGKLFDSX7:1:1159:14787:4147	110076	109975	+	-	broken	3	full	NA
A00742:705:HGKLFDSX7:1:1159:7012:8093	47893	48031	-	+	broken	29	full	NA
A00742:705:HGKLFDSX7:1:1159:30355:12508	49454	48885	+	-	broken	3	partial	NA
A00742:705:HGKLFDSX7:1:1159:22878:22420	59877	60465	-	-	full	NA	broken	14
A00742:705:HGKLFDSX7:1:1159:6786:29121	39325	38798	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1159:17083:29982	23651	23939	-	-	broken	10	full	NA
A00742:705:HGKLFDSX7:1:1160:23113:5603	20403	21357	-	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1160:7383:12336	13810	14007	-	+	full	NA	partial	NA
A00742:705:HGKLFDSX7:1:1160:8178:23703	18889	19546	-	+	full	NA	broken	21
A00742:705:HGKLFDSX7:1:1160:29035:30921	3690	4062	-	-	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1161:32280:3724	9122	8824	+	+	full	NA	full	NA
A00742:705:HGKLFDSX7:1:1161:15655:4617	98840	99153	+	+	broken	0	full	NA
A00742:705:HGKLFDSX7:1:1161:5873:4930	82385	83131	-	+	broken	25	full	NA
